Reading,Lux,Anomaly,Smoothed Lux
788,2578.33,False,2578.33
789,2578.33,False,2578.33
790,2578.33,False,2578.33
791,2571.67,False,2576.998
792,2571.67,False,2575.666
793,2571.67,False,2574.334
794,2571.67,False,2573.002
795,2571.67,False,2571.67
796,2571.67,False,2571.67
797,2571.67,False,2571.67
798,2571.67,False,2571.67
799,2571.67,False,2571.67
800,2571.67,False,2571.67
801,2571.67,False,2571.67
802,2571.67,False,2571.67
803,2571.67,False,2571.67
804,2571.67,False,2571.67
805,2571.67,False,2571.67
806,2571.67,False,2571.67
807,2571.67,False,2571.67
808,2571.67,False,2571.67
809,2571.67,False,2571.67
810,2571.67,False,2571.67
811,2571.67,False,2571.67
812,2571.67,False,2571.67
813,2571.67,False,2571.67
814,2571.67,False,2571.67
815,2571.67,False,2571.67
816,2571.67,False,2571.67
817,2571.67,False,2571.67
818,2571.67,False,2571.67
819,2571.67,False,2571.67
820,2571.67,False,2571.67
821,2592.5,False,2575.8360000000002
822,2592.5,False,2580.002
823,2592.5,False,2584.168
824,2592.5,False,2588.334
825,2592.5,False,2592.5
826,2592.5,False,2592.5
827,2592.5,False,2592.5
828,2592.5,False,2592.5
829,2592.5,False,2592.5
830,2592.5,False,2592.5
831,2592.5,False,2592.5
832,2592.5,False,2592.5
833,2592.5,False,2592.5
834,2592.5,False,2592.5
835,2592.5,False,2592.5
836,2592.5,False,2592.5
837,2592.5,False,2592.5
838,2592.5,False,2592.5
839,2592.5,False,2592.5
840,2592.5,False,2592.5
841,2592.5,False,2592.5
842,2592.5,False,2592.5
843,2592.5,False,2592.5
844,2592.5,False,2592.5
845,2592.5,False,2592.5
846,2592.5,False,2592.5
847,2592.5,False,2592.5
848,2592.5,False,2592.5
849,2592.5,False,2592.5
850,2592.5,False,2592.5
851,2592.5,False,2592.5
852,2610.0,False,2596.0
853,2610.0,False,2599.5
854,2610.0,False,2603.0
855,2610.0,False,2606.5
856,2610.0,False,2610.0
857,2610.0,False,2610.0
858,2610.0,False,2610.0
859,2610.0,False,2610.0
860,2610.0,False,2610.0
861,2610.0,False,2610.0
862,2610.0,False,2610.0
863,2610.0,False,2610.0
864,2610.0,False,2610.0
865,2610.0,False,2610.0
866,2610.0,False,2610.0
867,2610.0,False,2610.0
868,2610.0,False,2610.0
869,2610.0,False,2610.0
870,2610.0,False,2610.0
871,2610.0,False,2610.0
872,2610.0,False,2610.0
873,2610.0,False,2610.0
874,2610.0,False,2610.0
875,2610.0,False,2610.0
876,2610.0,False,2610.0
877,2610.0,False,2610.0
878,2610.0,False,2610.0
879,2610.0,False,2610.0
880,2610.0,False,2610.0
881,2610.0,False,2610.0
882,2614.17,False,2610.834
883,2614.17,False,2611.668
884,2614.17,False,2612.502
885,2614.17,False,2613.3360000000002
886,2614.17,False,2614.17
887,2614.17,False,2614.17
888,2614.17,False,2614.17
889,2614.17,False,2614.17
890,2614.17,False,2614.17
891,2614.17,False,2614.17
892,2614.17,False,2614.17
893,2614.17,False,2614.17
894,2614.17,False,2614.17
895,2614.17,False,2614.17
896,2614.17,False,2614.17
897,2614.17,False,2614.17
898,2614.17,False,2614.17
899,2614.17,False,2614.17
900,2614.17,False,2614.17
901,2614.17,False,2614.17
902,2614.17,False,2614.17
903,2614.17,False,2614.17
904,2614.17,False,2614.17
905,2614.17,False,2614.17
906,2614.17,False,2614.17
907,2614.17,False,2614.17
908,2614.17,False,2614.17
909,2614.17,False,2614.17
910,2614.17,False,2614.17
911,2614.17,False,2614.17
912,2614.17,False,2614.17
913,2598.33,False,2611.002
914,2598.33,False,2607.834
915,2598.33,False,2604.666
916,2598.33,False,2601.498
917,2598.33,False,2598.33
918,2598.33,False,2598.33
919,2598.33,False,2598.33
920,2598.33,False,2598.33
921,2598.33,False,2598.33
922,2598.33,False,2598.33
923,2598.33,False,2598.33
924,2598.33,False,2598.33
925,2598.33,False,2598.33
926,2598.33,False,2598.33
927,2598.33,False,2598.33
928,2598.33,False,2598.33
929,2598.33,False,2598.33
930,2598.33,False,2598.33
931,2598.33,False,2598.33
932,2598.33,False,2598.33
933,2598.33,False,2598.33
934,2598.33,False,2598.33
935,2598.33,False,2598.33
936,2598.33,False,2598.33
937,2598.33,False,2598.33
938,2598.33,False,2598.33
939,2598.33,False,2598.33
940,2598.33,False,2598.33
941,2598.33,False,2598.33
942,2598.33,False,2598.33
943,2616.67,False,2601.998
944,2616.67,False,2605.666
945,2616.67,False,2609.334
946,2616.67,False,2613.002
947,2616.67,False,2616.67
948,2616.67,False,2616.67
949,2616.67,False,2616.67
950,2616.67,False,2616.67
951,2616.67,False,2616.67
952,2616.67,False,2616.67
953,2616.67,False,2616.67
954,2616.67,False,2616.67
955,2616.67,False,2616.67
956,2616.67,False,2616.67
957,2616.67,False,2616.67
958,2616.67,False,2616.67
959,2616.67,False,2616.67
960,2616.67,False,2616.67
961,2616.67,False,2616.67
962,2616.67,False,2616.67
963,2616.67,False,2616.67
964,2616.67,False,2616.67
965,2616.67,False,2616.67
966,2616.67,False,2616.67
967,2616.67,False,2616.67
968,2616.67,False,2616.67
969,2616.67,False,2616.67
970,2616.67,False,2616.67
971,2616.67,False,2616.67
972,2616.67,False,2616.67
973,2616.67,False,2616.67
974,2712.5,False,2635.8360000000002
975,2712.5,False,2655.002
976,2712.5,False,2674.168
977,2712.5,False,2693.334
978,2712.5,False,2712.5
979,2712.5,False,2712.5
980,2712.5,False,2712.5
981,2712.5,False,2712.5
982,2712.5,False,2712.5
983,2712.5,False,2712.5
984,2712.5,False,2712.5
985,2712.5,False,2712.5
986,2712.5,False,2712.5
987,2712.5,False,2712.5
988,2712.5,False,2712.5
989,2712.5,False,2712.5
990,2712.5,False,2712.5
991,2712.5,False,2712.5
992,2712.5,False,2712.5
993,2712.5,False,2712.5
994,2712.5,False,2712.5
995,2712.5,False,2712.5
996,2712.5,False,2712.5
997,2712.5,False,2712.5
998,2712.5,False,2712.5
999,2712.5,False,2712.5
1000,2712.5,False,2712.5
1001,2712.5,False,2712.5
1002,2712.5,False,2712.5
